,id,name,host_id,host_name,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,last_scraped,host_response_time,host_neighbourhood,neighbourhood_cleansed,city,state,market,country,latitude,longitude,availability_365,cleaning_fee,security_deposit,calendar_last_scraped
2098,264829,2bed Rm Inner City Suite Near Dwtn,862329,Prez & Cherie,24-07-2011,f,11.0,11.0,t,t,t,House,Entire home/apt,7,1.0,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",$165.00,2,$17.00,1,60,41,f,strict,t,t,11,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.575290972156935,-122.30204873393409,365,75.0,150.0,2016-01-04
2099,1856851,Private bathroom & entrance,9059113,Nikki & William,25-09-2013,f,2.0,2.0,t,t,t,House,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$87.00,1,$5.00,1,90,45,t,flexible,f,f,2,2016-01-04,within an hour,Unknown,North Beacon Hill,Seattle,WA,Seattle,United States,47.58946164877133,-122.31099392133817,189,15.0,0.0,2016-01-04
2100,1317919,2Rms 2Queen Beds 2Bath Near Dwntwn ,862329,Prez & Cherie,24-07-2011,f,11.0,11.0,t,t,t,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",$169.00,2,$15.00,1,30,0,f,strict,t,t,11,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.57764573484693,-122.30245216635872,365,75.0,125.0,2016-01-04
2101,392140,Fantastic View! Close to Light Rail,3313235,Leslie,20-08-2012,f,1.0,1.0,t,f,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""First Aid Kit"",""Fire Extinguisher"",Essentials}",$75.00,1,$15.00,2,7,137,f,flexible,f,f,1,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.58513027441332,-122.31526144655828,365,0.0,0.0,2016-01-04
2102,3139972,Red Bed in a Green Room,3404649,Mia,28-08-2012,f,2.0,2.0,t,t,t,House,Shared room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$30.00,0,$0.00,1,1125,81,f,moderate,t,t,2,2016-01-04,within a day,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.5718625553106,-122.30666680304267,353,8.0,0.0,2016-01-04
2103,10020221,Bright Suite in Cute and Close Area,8312164,Austin,21-08-2013,f,1.0,1.0,t,t,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,Essentials,""24-Hour Check-in"",Iron}",$55.00,1,$0.00,1,1125,1,f,flexible,f,f,1,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.57706217874174,-122.30888762226849,335,0.0,0.0,2016-01-04
2104,8759443,Comfy futon and couch w/ balcony,27628925,Emmett,12-02-2015,f,2.0,2.0,t,t,t,Apartment,Shared room,2,1.0,1.0,2.0,Futon,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",$45.00,2,$10.00,1,3,2,t,flexible,f,f,2,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.58852065693014,-122.31821875106144,9,10.0,0.0,2016-01-04
2105,6317449,Cozy Private Room on N. Beacon Hill,4183116,Nilda,18-11-2012,f,2.0,2.0,t,f,t,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",$50.00,0,$0.00,2,7,2,f,moderate,f,f,2,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.57958270715148,-122.30983247940922,79,25.0,0.0,2016-01-04
2106,6416765,Modern Townhome + Great Location,5779421,Kevin,05-04-2013,f,1.0,1.0,t,t,t,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$149.00,6,$50.00,2,60,21,t,moderate,f,f,1,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.5846707019761,-122.31464507617191,352,125.0,750.0,2016-01-04
2107,5056580,Soaring Crane Luxury Garden Retreat,193689,Eric,06-08-2010,t,1.0,1.0,t,t,t,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$99.00,2,$0.00,31,365,100,f,moderate,f,f,1,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.58430063748111,-122.3117624747522,353,20.0,100.0,2016-01-04
2108,6793490,PRIVATE LITTLE BEACONHILL HOUSE,5507055,Lori & Rob,17-03-2013,f,2.0,2.0,t,t,t,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Hangers,Iron}",$69.00,1,$25.00,2,1125,26,t,strict,t,t,2,2016-01-04,within an hour,South Delridge,North Beacon Hill,Seattle,WA,Seattle,United States,47.5841913321413,-122.31165221722586,361,65.0,150.0,2016-01-04
2109,2069917,1 Bdrm N. Beacon Hill Apt-East Unit,8284327,Anna,20-08-2013,f,3.0,3.0,t,t,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$69.00,1,$20.00,2,30,18,f,strict,t,t,3,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.572721085122126,-122.30734743890596,357,70.0,200.0,2016-01-04
2110,3258585,North Beacon Hill house,11962516,Andrew,05-02-2014,t,1.0,1.0,t,t,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,Essentials}",$80.00,1,$0.00,1,14,59,f,flexible,f,f,1,2016-01-04,within a day,Unknown,North Beacon Hill,Seattle,WA,Seattle,United States,47.59043530606866,-122.30871002040908,155,0.0,0.0,2016-01-04
2111,815017,Small Room with a Big Eastern View,3404649,Mia,28-08-2012,f,2.0,2.0,t,t,t,House,Shared room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$55.00,1,$8.00,1,5,136,f,moderate,t,t,2,2016-01-04,within a day,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.57181252485698,-122.30538116916804,355,10.0,0.0,2016-01-04
2112,6610942,Large suite with separate entrance!,6327925,Marco,10-05-2013,f,1.0,1.0,t,t,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",$75.00,1,$0.00,3,1125,14,f,flexible,f,f,1,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.576204170093455,-122.30672844165814,275,50.0,0.0,2016-01-04
2113,5365612,Bedroom in Modern townhouse,27329128,Jorge,06-02-2015,f,2.0,2.0,t,t,t,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$50.00,1,$15.00,1,1125,5,f,flexible,f,f,2,2016-01-04,Unknown,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.58345052931265,-122.31647308056289,296,30.0,200.0,2016-01-04
2114,1556170,1 Bdrm N. Beacon Hill Apt-West Unit,8284327,Anna,20-08-2013,f,3.0,3.0,t,t,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$69.00,1,$20.00,2,30,68,f,strict,t,t,3,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.57169368287292,-122.30950811995764,347,70.0,200.0,2016-01-04
2115,2486612,"Quiet Second Floor ""Zen"" Apartment",6433045,Genjo,17-05-2013,f,1.0,1.0,t,t,t,Apartment,Entire home/apt,5,1.0,1.0,4.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$112.00,2,$15.00,1,1125,65,f,flexible,f,f,1,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.573142635845954,-122.31054790505442,259,20.0,0.0,2016-01-04
2116,7748778,Thor's Scamper Urban City Camper,301107,Perry,27-11-2010,f,4.0,4.0,t,t,f,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",""Hot Tub"",Heating,""Family/Kid Friendly"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",$150.00,1,$0.00,1,1125,0,f,flexible,f,f,4,2016-01-04,Unknown,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.577433158395934,-122.30547497392942,365,0.0,0.0,2016-01-04
2117,6872650,La Guarida!..sanctuary/peace/fun,16838013,Erik,16-06-2014,f,2.0,2.0,t,t,t,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$65.00,1,$0.00,1,90,35,f,moderate,f,f,2,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.574184919892886,-122.29938508586191,246,0.0,0.0,2016-01-04
2118,7634011,Near Downtown and private home feel,36654052,Jeremy,24-06-2015,f,1.0,1.0,t,t,t,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers}",$104.00,1,$0.00,1,1125,24,t,moderate,f,f,1,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.588322702269465,-122.31119215650892,365,50.0,100.0,2016-01-04
2119,1898511,Cozy room in North Beacon Hill,9059113,Nikki & William,25-09-2013,f,2.0,2.0,t,t,f,House,Private room,1,1.5,1.0,1.0,Airbed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$60.00,1,$10.00,1,5,34,f,flexible,f,f,2,2016-01-04,within an hour,Unknown,North Beacon Hill,Seattle,WA,Seattle,United States,47.588753123259096,-122.31107617222992,80,10.0,0.0,2016-01-04
2120,8067053,Beacon Hill Private Room,42608911,Jared,26-08-2015,f,1.0,1.0,t,f,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",$60.00,1,$0.00,1,1125,3,f,flexible,f,f,1,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.57248931678653,-122.31116544920825,365,0.0,0.0,2016-01-04
2121,1872885,Cozy Town Home with Room to Share,9759010,Amanda,01-11-2013,f,1.0,1.0,t,f,t,House,Private room,1,2.5,1.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",$105.00,1,$0.00,7,360,5,f,moderate,f,f,1,2016-01-04,within a few hours,Unknown,North Beacon Hill,Seattle,WA,Seattle,United States,47.59214117691236,-122.3193539694788,233,120.0,300.0,2016-01-04
2122,6561379,Beacon Hill 2br with Park Views,34321359,Colin,26-05-2015,f,2.0,2.0,t,f,f,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",$144.00,2,$15.00,2,1125,15,f,moderate,f,f,2,2016-01-04,within a few hours,Unknown,North Beacon Hill,Seattle,WA,Seattle,United States,47.57176768887868,-122.30831838055047,78,85.0,0.0,2016-01-04
2123,265901,Great 1 Queen Bed Near Downtown SEA,862329,Prez & Cherie,24-07-2011,f,11.0,11.0,t,t,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher""}",$69.00,1,$15.00,1,30,15,f,strict,t,t,11,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.576251949114045,-122.30367586066464,365,40.0,100.0,2016-01-04
2124,392779,2/1 Plush Modern Hilltop Retreat,437055,Jyoti,12-03-2011,f,1.0,1.0,t,t,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$108.00,2,$15.00,3,30,80,f,moderate,f,f,1,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.5757694804858,-122.31636208846804,175,85.0,250.0,2016-01-04
2125,202174,"Modern Retreat, High End Amenities",58235,Apryl,28-11-2009,f,2.0,2.0,t,t,t,House,Entire home/apt,4,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Safety Card"",Essentials,Shampoo}",$159.00,2,$25.00,2,730,14,f,moderate,f,f,2,2016-01-04,within a few hours,International District,North Beacon Hill,Seattle,WA,Seattle,United States,47.59566143433549,-122.3180159570667,275,80.0,0.0,2016-01-04
2126,7853358,Cozy N. Beacon Hill 2 Bdrm Home,24905439,Xiu,16-12-2014,f,1.0,1.0,t,t,t,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$85.00,2,$20.00,2,1125,11,t,strict,f,f,1,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.58009265261841,-122.30485638264813,96,50.0,200.0,2016-01-04
2127,2197168,Delightful Cottage near Light Rail,11206862,Tammi,11-01-2014,t,1.0,1.0,t,t,t,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$135.00,2,$15.00,2,1125,79,f,moderate,f,f,1,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.58002068354933,-122.30686388265453,264,50.0,250.0,2016-01-04
2128,4075152,The Ranch: Bed + Breakfast,3319535,Jess,20-08-2012,f,1.0,1.0,t,f,t,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$89.00,1,$0.00,2,1125,0,f,flexible,f,f,1,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.57975166389754,-122.3093851757636,6,30.0,0.0,2016-01-04
2129,5593399,Parkside Condo,26135596,Michael,14-01-2015,f,1.0,1.0,t,f,t,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Wireless Internet"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo}",$120.00,1,$0.00,1,4,7,f,flexible,f,f,1,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.59188627385039,-122.31822255275053,257,20.0,0.0,2016-01-04
2130,366301,Paint by Number Paradise,1849458,Dawn Marie,03-03-2012,f,1.0,1.0,t,t,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",$70.00,3,$50.00,2,1125,9,f,moderate,f,f,1,2016-01-04,within a day,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.57130286192215,-122.30967375479632,86,50.0,300.0,2016-01-04
2131,6644628,Convenient N. Beacon Hill Townhome,3686989,Alyson,26-09-2012,f,1.0,1.0,t,f,t,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector""}",$150.00,2,$50.00,2,1125,9,f,moderate,f,f,1,2016-01-04,Unknown,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.58313182674253,-122.31470996634302,365,25.0,0.0,2016-01-04
2132,3593582,2 BR 2.25 Bath Townhome ,18104211,Tony,14-07-2014,f,1.0,1.0,t,t,t,House,Entire home/apt,5,2.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",$120.00,2,$20.00,2,7,1,f,moderate,f,f,1,2016-01-04,Unknown,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.58880186420391,-122.31525572279838,0,40.0,100.0,2016-01-04
2133,6716620,Sven's Urban Seattle Tent #Glamping,301107,Perry,27-11-2010,f,4.0,4.0,t,t,t,Tent,Entire home/apt,2,0.5,1.0,1.0,Airbed,"{""Wireless Internet"",""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Hot Tub"",""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",$65.00,1,$45.00,1,1125,14,f,flexible,f,f,4,2016-01-04,Unknown,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.577430660166605,-122.30569454025796,185,0.0,0.0,2016-01-04
2134,6796066,Make a home amongst the succulents,1466280,Ane,02-12-2011,f,1.0,1.0,t,t,t,House,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$60.00,1,$0.00,1,15,10,f,flexible,f,f,1,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.58360071205829,-122.31398268169708,181,0.0,0.0,2016-01-04
2135,3977450,N Beacon Hill Zen Room w/ Parking,18422078,Carol,19-07-2014,f,3.0,3.0,t,t,t,House,Private room,1,1.0,1.0,1.0,Airbed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Breakfast,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$36.00,1,$0.00,1,5,67,f,moderate,f,f,3,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.57582991950808,-122.30348448318895,82,0.0,150.0,2016-01-04
2136,793629,Cheery Seattle House with View,4181120,Candace,18-11-2012,f,1.0,1.0,t,t,t,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$95.00,1,$0.00,1,30,109,f,moderate,f,f,1,2016-01-04,within a few hours,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.579067320677495,-122.31538810858396,163,65.0,200.0,2016-01-04
2137,9110410,Garden Apt across from Park,12420261,Kc,20-02-2014,f,1.0,1.0,t,t,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$88.00,1,$0.00,3,1125,0,f,moderate,f,f,1,2016-01-04,Unknown,Mount Baker,Mount Baker,Seattle,WA,Seattle,United States,47.59001086994751,-122.29468392754376,277,0.0,0.0,2016-01-04
2138,5705161,Best Seattle Views! Private Suite! ,29481973,Chris,17-03-2015,t,1.0,1.0,t,t,t,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Elevator in Building"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$75.00,2,$20.00,1,10,93,t,moderate,f,f,1,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.59177919297077,-122.31846221975636,41,15.0,100.0,2016-01-04
2139,8596938,"Quiet apt, near Stadium District",45242470,Ryan And Sara,27-09-2015,f,1.0,1.0,t,f,t,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$130.00,1,$0.00,1,1125,0,f,flexible,f,f,1,2016-01-04,Unknown,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.59155235892177,-122.31299628819905,72,0.0,0.0,2016-01-04
2140,5364119,Peaceful Basement Bungalow,4448620,Moon,20-12-2012,t,1.0,1.0,t,t,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""First Aid Kit"",Essentials,Shampoo}",$63.00,2,$20.00,2,1125,23,f,moderate,f,f,1,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.572819977497126,-122.3074617936825,303,0.0,0.0,2016-01-04
2141,6211882,Queen bed with private bathroom,29952162,Jeff,24-03-2015,t,3.0,3.0,t,t,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door""}",$60.00,1,$20.00,1,200,13,f,strict,f,f,2,2016-01-04,within an hour,North Beacon Hill,North Beacon Hill,Seattle,WA,Seattle,United States,47.58646053320332,-122.3150497915222,195,30.0,300.0,2016-01-04
